,tag,text_message
1007,0,tmr then u brin lar    aiya later i come n c lar    mayb u neva set properly u got da help sheet wif u   
1008,0,r u still working now 
1009,0,in work now  going have in few min 
1010,0,i don t think he has spatula hands 
1011,0,hey  for me there is no leave on friday  wait i will ask my superior and tell you  
1012,0,ya but it cant display internal subs so i gotta extract them
1013,0,mm feeling sleepy  today itself i shall get that dear
1014,0,that€˜s the thing with apes  u can fight to the death to keep something  but the minute they have it when u let go  thats it 
1015,0,he is world famamus    
1016,0,ok i am on the way to home hi hi
1017,0,nope but i m going home now then go pump petrol lor    like going 2 rain soon   
1018,0,i will cal you sir  in meeting
1019,0,hi this is yijue    it s regarding the 3230 textbook it s intro to algorithms second edition    i m selling it for  50   
1020,0,ok  how many should i buy 
1021,0,hhahhaahahah rofl wtf nig was leonardo in your room or something
1022,0,i can t right this second  gotta hit people up first
1023,0,rose for red red for blood blood for heart heart for u  but u for me     send tis to all ur friends   including me   if u like me   if u get back  1 u r poor in relation  2 u need some 1 to support 3 u r frnd 2 many 4 some1 luvs u 5   some1 is praying god to marry u     try it    
1024,1,got what it takes 2 take part in the wrc rally in oz  u can with lucozade energy  text rally le to 61200  25p   see packs or lucozade co uk wrc   itcould be u 
1025,1,congrats  nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16  close 300603 post bcm4284 ldn wc1n3xx
1026,0,yes watching footie but worried we re going to blow it   phil neville 
1027,0,then get some cash together and i ll text jason
1028,1,not heard from u4 a while  call 4 rude chat private line 01223585334 to cum  wan 2c pics of me gettin shagged then text pix to 8552  2end send stop 8552 sam xxx
1029,0,how dare you stupid  i wont tell anything to you  hear after i wont talk to you   
1030,0,lol     have you made plans for new years 
1031,0,you should change your fb to jaykwon thuglyfe falconerf
1032,1,free for 1st week  no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16 
1033,0,jade its paul  y didn’t u txt me  do u remember me from barmed  i want 2 talk 2 u  txt me
1034,0,neither  in sterm voice    i m studying  all fine with me  not sure the  thing will be resolved  tho  anyway  have a fab hols
1035,0,talk to g and x about that
1036,0,i m always on yahoo messenger now  just send the message to me and i ll get it you may have to send it in the mobile mode sha but i ll get it  and will reply 
1037,0,ha    both of us doing e same thing  but i got tv 2 watch  u can thk of where 2 go tonight or u already haf smth in mind   
1038,1,private  your 2003 account statement for 07973788240 shows 800 un redeemed s  i  m  points  call 08715203649 identifier code  40533 expires 31 10 04
1039,0,can you use foreign stamps for whatever you send them off for  
1040,0,then ur physics get a  
1041,0,hello  my love  how goes that day   i wish your well and fine babe and hope that you find some job prospects  i miss you  boytoy      a teasing kiss 
1042,0,i have to take exam with march 3
1043,0,to day class is there are no class 
1044,0,    are you in the pub 
1045,0,derp  which is worse  a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with
1046,0,i liked the new mobile
1047,0,are you coming to day for class 
1048,0,i m at work  please call
1049,0,then i buy 
1050,0,that one week leave i put know that time  why 
1051,0,pls go ahead with watts  i just wanted to be sure  do have a great weekend  abiola
1052,0,ic  there are a lotta childporn cars then 
1053,0,thanks  it was only from tescos but quite nice  all gone now  speak soon 
1054,0,draw va i dont think so  
1055,1,07732584351   rodger burns   msg   we tried to call you re your reply to our sms for a free nokia mobile   free camcorder  please call now 08000930705 for delivery tomorrow
1056,0,lol your right  what diet  everyday i cheat anyway  i m meant to be a fatty   
1057,0,nice nice how is it working 
1058,0,k  k  its good  when are you going 
1059,0,east coast
1060,0,he neva grumble but i sad lor    hee    buy tmr lor aft lunch  but we still meetin 4 lunch tmr a not  neva hear fr them lei  u got a lot of work ar 
1061,1,win a year supply of cds 4 a store of ur choice worth £500   enter our £100 weekly draw txt music to 87066 ts cs www ldew com subs16 1win150ppmx3
1062,0,oh    i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb    okie lor  u call me when ready   
1063,0,happy birthday    may all ur dreams come true   
1064,0,would really appreciate if you call me  just need someone to talk to 
1065,0,u really pig leh sleep so much  my dad wake me up at 10 smth 2 eat lunch today 
1066,0,the monthly amount is not that terrible and you will not pay anything till 6months after finishing school 
1067,0,ok    but they said i ve got wisdom teeth hidden inside n mayb need 2 remove 
1068,0,if u laugh really loud   if u talk spontaneously   if u dont care what others feel   u are probably with your dear   best friends   goodevening dear    
1069,0,hello hun how ru  its here by the way  im good  been on 2 dates with that guy i met in walkabout so far  we have to meet up soon  hows everyone else 
1070,1,urgent please call 09066612661 from landline  £5000 cash or a luxury 4  canary islands holiday await collection  t cs sae award  20m12aq  150ppm  16  €œ
1071,0,all done  all handed in  don t know if mega shop in asda counts as celebration but thats what i m doing 
1072,0,ok lar    joking wif u oni   
1073,1,would you like to see my xxx pics they are so hot they were nearly banned in the uk 
1074,0,nah im goin 2 the wrks with j wot bout u 
1075,0,not really dude  have no friends i m afraid   
1076,0,k go and sleep well  take rest    
1077,0,a bit of ur smile is my hppnss  a drop of ur tear is my sorrow  a part of ur heart is my life  a heart like mine wil care for u  forevr as my goodfriend
1078,0,omg how did u know what i ate 
1079,0,how are you  my love   are you with your brother   time to talk english with him    grins  say   hey muhommad  penny says hello from across the sea
1080,0,fighting with the world is easy  u either win or lose bt fightng with some1 who is close to u is dificult if u lose   u lose if u win   u still lose 
1081,0,i just cooked a rather nice salmon a la you
1082,1,urgent  your mobile was awarded a £1 500 bonus caller prize on 27 6 03  our final attempt 2 contact u  call 08714714011
1083,0,mmmm     not fair   you know my weaknesses    grins   pushes you to your knee s   exposes my belly and pulls your head to it  don t forget     i know yours too  wicked smile 
1084,1,u r subscribed 2 textcomp 250 wkly comp  1st wk s free question follows  subsequent wks charged 150p msg 2 unsubscribe txt stop 2 84128 custcare 08712405020
1085,0,hiya   have u been paying money into my account  if so  thanks  got a pleasant surprise when i checked my balance  u c  i don t get statements 4 that acc
1086,0,i got arrested for possession
1087,0,anything lor is she coming 
1088,0,yes its possible but dint try  pls dont tell to any one k
1089,0,congrats kano  whr s the treat maga 
1090,1,freemsg hey there darling it s been 3 week s now and no word back  i d like some fun you up for it still  tb ok  xxx std chgs to send  £1 50 to rcv
1091,0,good afternoon sexy buns  how goes the job search   i wake and you are my first thought as always  my love  i wish your fine and happy and know i adore you 
1092,0,wow didn t think it was that common  i take it all back ur not a freak  unless u chop it off   
1093,0,hasn t that been the pattern recently crap weekends 
1094,1,cmon babe  make me horny   turn  me on  txt me your fantasy now babe    im hot  sticky and need you now  all replies cost £1 50  2 cancel send stop
1095,0,i was gonna ask you lol but i think its at 7
1096,0,desires  u going to doctor 4 liver  and get a bit stylish  get ur hair managed  thats it 
1097,0,fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx p s this is my dads fone   no credit
1098,1,u were outbid by simonwatson5120 on the shinco dvd plyr  2 bid again  visit sms  ac smsrewards 2 end bid notifications  reply end out
1099,0,sorry  i can t text   drive coherently  see you in twenty
1100,0,send to someone else    
1101,1,upgrdcentre orange customer  you may now claim your free camera phone upgrade for your loyalty  call now on 0207 153 9153  offer ends 26th july  t c s apply  opt out available
1102,0,can t  i feel nauseous  i m so pissed  i didn t eat any sweets all week cause today i was planning to pig out  i was dieting all week  and now i m not hungry   
1103,0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true    goodnite   sweet dreams
1104,0,i m done  c u there 
1105,0,lol yeah at this point i guess not
1106,1,sunshine quiz wkly q  win a top sony dvd player if u know which country the algarve is in  txt ansr to 82277  £1 50 sp tyrone
1107,0,lol for real  she told my dad i have cancer
1108,1,urgent  your mobile no             won a £2 000 bonus caller prize on 02 06 03  this is the 2nd attempt to reach you  call 09066362220 asap  box97n7qp  150ppm
1109,0,they just talking thats it de  they wont any other 
1110,0,probably a couple hours tops
1111,0,hi my darlin im on my way to london and we have just been smashed into by another driver  and have a big dent  im really missing u what have u been up to  xxx
1112,0,just finished  missing you plenty
1113,0,carlos says we can pick up from him later so yeah we re set
1114,0,nice  wait   should you be texting right now  i m not gonna pay your ticket  ya know 
1115,0,well the weather in cali s great  but its complexities are great  you need a car to move freely  its taxes are outrageous  but all in all its a great place  the sad part is i missing home 
1116,0,eh u send wrongly lar   
1117,0,when u wana see it then
1118,0,how would my ip address test that considering my computer isn t a minecraft server
1119,0,sorry that was my uncle  i ll keep in touch
1120,0,probably earlier than that if the station s where i think it is
1121,0,yes mum lookin strong  
1122,0,btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
1123,0,u horrible gal    u knew dat i was going out wif him yest n u still come n ask me   
1124,0,are you driving or training 
1125,0,    we r stayin here an extra week  back next wed  how did we do in the rugby this weekend  hi to and and   c u soon 
1126,0,jay says that you re a double faggot
1127,1,you have an important customer service announcement from premier  call freephone 0800 542 0578 now 
1128,0,by the way   rencontre  is to meet again  mountains dont    
1129,0,we left already we at orchard now 
1130,0,how much it will cost approx   per month 
1131,0,cool  text me when you re parked
1132,0,i can send you a pic if you like   
1133,0,great  have a safe trip  dont panic surrender all 
1134,0,enjoy urself tmr   
1135,0,we are okay  going to sleep now  later
1136,0,i accidentally brought em home in the box
1137,0,i take it the post has come then  you must have 1000s of texts now  happy reading  my one from wiv hello caroline at the end is my favourite  bless him
1138,0,im fine babes aint been up 2 much tho  saw scary movie yest its quite funny  want 2mrw afternoon  at town or mall or sumthin xx
1139,0,dear relieved of westonzoyland  all going to plan this end too 
1140,0,esplanade lor  where else   
1141,1,update now   12mths half price orange line rental  400mins   call mobileupd8 on 08000839402 or call2optout j5q
1142,0,i cant pick the phone right now  pls send a message
1143,0,haven t left yet so probably gonna be here til dinner
1144,0,the greatest test of courage on earth is to bear defeat without losing heart    gn tc
1145,0,no message  no responce  what happend 
1146,0,ok    take ur time n enjoy ur dinner   
1147,0,come back to tampa ffffuuuuuuu
1148,0,aww that s the first time u said u missed me without asking if i missed u first  you do love me    
1149,0,can you say what happen
1150,0,mom wants to know where you at
1151,0,hey r u still online  i ve finished the formatting   
1152,0,that s cool he ll be here all night  lemme know when you re around
1153,0,velly good  yes please 
1154,0,i have printed it oh  so     come upstairs
1155,0,awesome  lemme know whenever you re around
1156,0,hmm  too many of them unfortunately    pics obviously arent hot cakes  its kinda fun tho
1157,0,wot student discount can u get on books 
1158,0,looks like u wil b getting a headstart im leaving here bout 2 30ish but if u r desperate for my company i could head in earlier we were goin to meet in rummer 
1159,0,sorry i now then c ur msg    yar lor so poor thing    but only 4 one night    tmr u ll have a brand new room 2 sleep in   
1160,0,are you in town  this is v  important
1161,0,i want to go to perumbavoor
1162,1,do you ever notice that when you re driving  anyone going slower than you is an idiot and everyone driving faster than you is a maniac 
1163,0,and popping   ibuprofens was no help 
1164,0,s   from the training manual it show there is no tech process  its all about password reset and troubleshooting  
1165,0,can you open the door 
1166,0,i have a date on sunday with will  
1167,1,as a registered subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans  when are the next olympics  txt ans to 80062
1168,0,yo theres no class tmrw right 
1169,0,how come 
1170,0,when can u come out 
1171,0,shhhhh nobody is supposed to know 
1172,1,spook up your mob with a halloween collection of a logo   pic message plus a free eerie tone  txt card spook to 8007 zed 08701417012150p per logo pic
1173,0,what happen dear  why you silent  i am tensed
1174,0,i m tired of arguing with you about this week after week  do what you want and from now on  i ll do the same 
1175,0,wat s da model num of ur phone 
1176,0,i luv u soo much u don’t understand how special u r 2 me ring u 2morrow luv u xxx
1177,0,it s wylie  you in tampa or sarasota 
1178,1,todays vodafone numbers ending with 0089 my last four digits  are selected to received a £350 award  if your number matches please call 09063442151 to claim your £350 award
1179,0,lol     no just was busy
1180,0,just forced myself to eat a slice  i m really not hungry tho  this sucks  mark is getting worried  he knows i m sick when i turn down pizza  lol
1181,0,feel like trying kadeem again   v
1182,0,also north carolina and texas atm  you would just go to the gre site and pay for the test results to be sent 
1183,0,why do you ask princess 
1184,0,dunno da next show aft 6 is 850  toa payoh got 650 
1185,0,what makes you most happy 
1186,0,dear are you angry i was busy dear
1187,0,daddy  shu shu is looking 4 u    u wan me 2 tell him u re not in singapore or wat 
1188,1,08714712388 between 10am 7pm cost 10p
1189,0,dai what this da   can i send my resume to this id 
1190,0,sir  i am waiting for your call  once free please call me 
1191,0,busy here  trying to finish for new year  i am looking forward to finally meeting you   
1192,0,not planned yet   going to join company on jan 5 only don know what will happen after that 
1193,0,not much no fights  it was a good nite  
1194,0,hey darlin   i can pick u up at college if u tell me wen   where 2 mt   love pete xx
1195,1,hi 07734396839 ibh customer loyalty offer  the new nokia6600 mobile from only £10 at txtauction txt word start to no 81151   get yours now 4t 
1196,0,total disappointment  when i texted you was the craziest stuff got   
1197,0,that sucks  so what do you got planned for your yo valentine  i am your yo valentine aren t i 
1198,0,okay but i thought you were the expert
1199,1,mobile club  choose any of the top quality items for your mobile  7cfca1a
1200,0,hahaha  use your brain dear
1201,0,hey    what time is your driving on fri  we go for evaluation on fri 
1202,1,you have 1 new voicemail  please call 08719181513 
1203,0,goodmorning sleeping ga 
1204,0,ok lor    but buy wat 
1205,0,thank you princess  you are so sexy   
1206,0,s da  al r above   
1207,0,i was just callin to say hi  take care bruv 
1208,0,if you can make it any time tonight or whenever you can it s cool  just text me whenever you re around
1209,0,congrats   treat pending i am not on mail for 2 days will mail once thru respect mother at home check mails 
1210,0,serious  what like proper tongued her
1211,0,at 7 we will go ok na 
1212,0,how much is blackberry bold2 in nigeria 
1213,0,dear we got     dollars hi hi
1214,1,urgent  your mobile no 07808726822 was awarded a £2 000 bonus caller prize on 02 09 03  this is our 2nd attempt to contact you  call 0871 872 9758 box95qu
1215,0,beauty sleep can help ur pimples too 
1216,0,it s that time of the week again  ryan
1217,0,why she wants to talk to me
1218,0,i m vivek  i got call from your number 
1219,0,this girl does not stay in bed  this girl doesn t need recovery time  id rather pass out while having fun then be cooped up in bed
1220,0,don t forget who owns you and who s private property you are     and be my good boy always     passionate kiss 
1221,1,i d like to tell you my deepest darkest fantasies  call me 09094646631 just 60p min  to stop texts call 08712460324  nat rate 
1222,0,yeah we wouldn t leave for an hour at least  how s 4 sound 
1223,0,this phone has the weirdest auto correct 
1224,0,how long does it take to get it 
1225,0,good afternoon sunshine  how dawns that day   are we refreshed and happy to be alive  do we breathe in the air and smile   i think of you  my love     as always
1226,0,not able to do anything 
1227,0,life alle mone eppolum oru pole allalo
1228,0,k k   sms chat with me 
1229,0,ok lor    sony ericsson salesman    i ask shuhui then she say quite gd 2 use so i considering   
1230,0,jolly good  by the way   will give u tickets for sat eve 7 30  speak before then x
1231,0,ya even those cookies have jelly on them
1232,0,ok    i din get ur msg   
1233,0,i get out of class in bsn in like     minutes  you know where advising is 
1234,0,can u all decide faster cos my sis going home liao  
1235,0,there re some people by mu  i m at the table by lambda
1236,0,fwiw the reason i m only around when it s time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
1237,0,its a valentine game      send dis msg to all ur friends    if 5 answers r d same then someone really loves u    ques  which colour suits me the best 
1238,0,yeah sure  give me a couple minutes to track down my wallet
1239,0,do you know when the result 
1240,0,i calls you later  afternoon onwords mtnl service get problem in south mumbai  i can hear you but you cann t listen me 
1241,0,no plans yet  what are you doing  
1242,0,great  so what attracts you to the brothas 
1243,0,how much u trying to get 
1244,0,my exam is for february 4  wish you a great day 
1245,0,it could work  we ll reach a consensus at the next meeting
1246,0,yes but i dont care  i need you bad  princess 
1247,0,rats  hey did u ever vote for the next themes 
1248,0,actually i deleted my old website  now i m blogging at magicalsongs blogspot com
1249,0,nice talking to you  please dont forget my pix    i want to see all of you   
1250,0,ok    take care umma to you too   
1251,1,please call our customer service representative on 0800 169 6031 between 10am 9pm as you have won a guaranteed £1000 cash or £5000 prize 
1252,0,chk in ur belovd ms dict
1253,1,congratulations you ve won  you re a winner in our august £1000 prize draw  call 09066660100 now  prize code 2309 
1254,0,i just got home babe  are you still awake  
1255,0,aight text me when you re back at mu and i ll swing by  need somebody to get the door for me
1256,0,you call him now ok i said call him
1257,0,ceri u rebel  sweet dreamz me little buddy   c ya 2moro  who needs blokes
1258,0,don t fret  i ll buy the ovulation test strips and send them to you  you wont get them til like march  can you send me your postal address u ll be alright okay 
1259,0,i am back  good journey  let me know if you need any of the receipts  shall i tell you like the pendent 
1260,1,want to funk up ur fone with a weekly new tone reply tones2u 2 this text  www ringtones co uk  the original n best  tones 3gbp network operator rates apply
1261,0,you said to me before i went back to bed that you can t sleep for anything 
1262,0,good words     but words may leave u in dismay many times 
1263,0,wishing you and your family merry x mas and happy new year in advance  
1264,0,so how are you really  what are you up to  how s the masters  and so on 
1265,0,haha awesome  i ve been to 4u a couple times  who all s coming 
1266,1,new tones this week include  1 mcfly all ab    2  sara jorge shock   3  will smith switch   to order follow instructions on next message
1267,1,camera   you are awarded a sipix digital camera  call 09061221066 fromm landline  delivery within 28 days 
1268,0,if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
1269,1,private  your 2003 account statement for 07808247860 shows 800 un redeemed s  i  m  points  call 08719899229 identifier code  40411 expires 06 11 04
1270,0,ok lor 
1271,0,book which lesson  then you msg me    i will call up after work or sth    i m going to get specs  my membership is px3748
1272,0,haha get used to driving to usf man  i know a lot of stoners
1273,1,claim a 200 shopping spree  just call 08717895698 now  have you won  mobstorequiz10ppm
1274,0,i want to grasp your pretty booty   
1275,0,thats cool  i want to please you   
1276,0,u need my presnts always bcz u cant mis love  jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha  that mns prabha is love  got it  dont mis me    
1277,0,v nice  off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census  busy transcribing     
1278,0,not sure i have the stomach for it    
1279,1,if you don t  your prize will go to another customer  t c at www t c biz 18  150p min polo ltd suite 373 london w1j 6hl please call back if busy
1280,0,how much is torch in 9ja 
1281,0,hello beautiful r u ok  i ve kinda ad a row wiv and he walked out the pub   i wanted a night wiv u miss u 
1282,0,tell them no need to investigate about me anywhere 
1283,1,had your mobile 11 months or more  u r entitled to update to the latest colour mobiles with camera for free  call the mobile update co free on 08002986030
1284,0,sure but since my parents will be working on tuesday i don t really need a cover story
1285,0,hiya  probably coming home   weekend after next
1286,1,interflora   “it s not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow 
1287,0,nobody can decide where to eat and dad wants chinese
1288,0,dunno he jus say go lido  same time 930 
1289,0,nope  i m still in the market
1290,0,thanks for being there for me just to talk to on saturday  you are very dear to me  i cherish having you as a brother and role model 
1291,0,its normally hot mail  com you see 
1292,0,hey  you got any mail 
1293,0,   of pple marry with their lovers    becz they hav gud undrstndng dat avoids problems  i sent dis 2 u  u wil get gud news on friday by d person you like  and tomorrow will be the best day of your life  dont break this chain  if you break you will suffer  send this to     frnds in    mins whn u read   
1294,0,ha  i wouldn t say that i just didn t read anything into way u seemed  i don t like 2 be judgemental    i save that for fridays in the pub 
1295,0,yeah i can still give you a ride
1296,0,minimum walk is 3miles a day 
1297,1,u can win £100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www idew com skillgame  1winaweek  age16  150ppermesssubscription
1298,0,i got your back  do you have any dislikes in bed 
1299,0,will purchase d stuff today and mail to you  do you have a po box number 
1300,0,ok lor   
1301,0,god created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands   now plz dont ask y he created so much gap between legs    
1302,0,are we doing the norm tomorrow  i finish just a 4 15 cos of st tests  need to sort library stuff out at some point tomo   got letter from today   access til end march so i better get move on 
1303,0,i m not coming over  do whatever you want
1304,0,i sent your maga that money yesterday oh 
1305,0,k  can i pick up another 8th when you re done 
1306,0,oops  4 got that bit 
1307,0,cause i m not freaky lol
1308,0,hi dude hw r u da realy mising u today
1309,1,3 free tarot texts  find out about your love life now  try 3 for free  text chance to 85555 16 only  after 3 free  msgs £1 50 each
1310,0,just re read it and i have no shame but tell me how he takes it and if he runs i will blame u 4 ever   not really 4 ever just a long time 
1311,0,can u look 4 me in da lib i got stuff havent finish yet 
1312,1,88066 from 88066 lost 3pound help
1313,0,stupid its not possible
1314,0,hi its jess i dont know if you are at work but call me when u can im at home all eve  xxx
1315,0,ok i shall talk to him
1316,0,also hi wesley how ve you been
1317,0,what are you doing in langport  sorry  but i ll probably be in bed by 9pm  it sucks being ill at xmas  when do you and go2sri lanka  
1318,1,am new 2 club   dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls£1 minmobsmore lkpobox177hp51fl
1319,0,i had it already  sabarish asked me to go  
1320,0,ill b down soon
1321,0,customer place i will call you
1322,1,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094599
1323,0,ok cool  see ya then 
1324,0,u predict wat time u ll finish buying 
1325,0,nothing really  just making sure everybody s up to speed
1326,0,then cant get da laptop  my matric card wif u lei    
1327,0,response is one of d powerful weapon 2 occupy a place in others  heart     so  always give response 2 who cares 4 u    gud night  swt dreams  take care
1328,0,i m at work  please call
1329,1,txt  call to no  86888   claim your reward of 3 hours talk time to use from your phone now  subscribe6gbp mnth inc 3hrs 16 stop txtstop www gamb tv
1330,0,i like to talk pa but am not able to  i dont know y 
1331,1,thanks 4 your continued support your question this week will enter u in2 our draw 4 £100 cash  name the new us president  txt ans to 80082
1332,0,hey i m bored    so i m thinking of u    so wat r u doing 
1333,0,teach me apps da  when you come to college 
1334,0,no da if you run that it activate the full version da 
1335,0,aight we can pick some up  you open before tonight 
1336,0,what happen dear tell me
1337,1,had your mobile 11mths   update for free to oranges latest colour camera mobiles   unlimited weekend calls  call mobile upd8 on freefone 08000839402 or 2stoptx
1338,1,new mobiles from 2004  must go  txt  nokia to no  89545   collect yours today  from only £1  www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction 
1339,0,an excellent thought by a misundrstud frnd  i knw u hate me bt the day wen u ll knw the truth u ll hate urself    gn   
1340,0,dunno lei    i thk mum lazy to go out    i neva ask her yet   
1341,0,s but mostly not like that 
1342,0,send me the new number
1343,0,ok chinese food on its way  when i get fat you re paying for my lipo 
1344,1,call germany for only 1 pence per minute  call from a fixed line via access number 0844 861 85 85  no prepayment  direct access 
1345,0,i am on the way to tirupur 
1346,0,no go  no openings for that room  til after thanksgiving without an upcharge 
1347,0,ard 6 like dat lor 
1348,0,k k  when are you going 
1349,0,im good  i have been thinking about you   
1350,0,awesome  text me when you re restocked
1351,0,never blame a day in ur life  good days give u happiness  bad days give u experience  both are essential in life  all are gods blessings  good morning  
1352,0,get me out of this dump heap  my mom decided to come to lowes  boring 
1353,0,gr8  so how do you handle the victoria island traffic  plus when s the album due
1354,0,are you sure you don t mean get here  we made you hold all the weed
1355,0,all was well until slightly disastrous class this pm with my fav darlings  hope day off ok  coffee wld be good as can t stay late tomorrow  same time   place as always 
1356,0,i cant pick the phone right now  pls send a message
1357,0,i know i m lacking on most of this particular dramastorm s details but for the most part i m not worried about that
1358,0,ok not a problem will get them a taxi  c ing  tomorrow and tuesday  on tuesday think we r all going to the cinema  
1359,0,yo dude guess who just got arrested the other day
1360,0,never y lei    i v lazy    got wat  dat day u send me da url cant work one   
1361,0,forgot to tell u smth   can u like number the sections so that it s clearer  
1362,0,no problem with the renewal  i ll do it right away but i dont know his details 
1363,0,my life means a lot to me  not because i love my life  but because i love the people in my life  the world calls them friends  i call them my world      ge     
1364,0,hey babe  i saw you came online for a second and then you disappeared  what happened  
1365,0,i can do that  i want to please you both inside and outside the bedroom   
1366,1,urgent  please call 0906346330  your abta complimentary 4  spanish holiday or £10 000 cash await collection sae t cs box 47 po19 2ez 150ppm 18 
1367,0,you are a big chic  common  declare
1368,0,tell your friends what you plan to do on valentines day   url
1369,0,i m on da bus going home   
1370,0,lol yep did that yesterday  already got my fireplace  now its just another icon sitting there for me 
1371,1,romantic paris  2 nights  2 flights from £79 book now 4 next year  call 08704439680ts cs apply 
1372,0,k i ll head out in a few mins  see you there
1373,0,sure  i am driving but will reach my destination soon 
1374,0,not yet  just i d like to keep in touch and it will be the easiest way to do that from barcelona  by the way how ru and how is the house 
1375,0,i will send them to your email  do you mind     times per night 
1376,0,that sucks  i ll go over so u can do my hair  you ll do it free right 
1377,0,k i m ready      
1378,0,were gonna go get some tacos
1379,0,i ve reached sch already   
1380,0,ok no prob   
1381,0,i think i€˜m waiting for the same bus  inform me when you get there  if you ever get there 
1382,0,send his number and give reply tomorrow morning for why you said that to him like that ok
1383,0,my uncles in atlanta  wish you guys a great semester 
1384,0,appt is at time am  not my fault u don t listen  i told u twice
1385,0,never blame a day in ur life  good days give u happiness  bad days give u experience  both are essential in life  all are gods blessings  good morning  
1386,0,oh unintentionally not bad timing  great  fingers  the trains play along  will give fifteen min warning 
1387,0,thank u  it better work out cause i will feel used otherwise
1388,0,not a drop in the tank
1389,0,i can make it up there  squeezed     bucks out of my dad
1390,0,dont search love  let love find u  thats why its called falling in love  bcoz u dont force yourself  u just fall and u know there is smeone to hold u    bslvyl
1391,0,i m leaving my house now 
1392,0,mum ask u to buy food home   
1393,0,short but cute  be a good person  but dont try to prove it    gud noon    
1394,1,for ur chance to win £250 cash every wk txt  play to 83370  t s c s www music trivia net custcare 08715705022  1x150p wk 
1395,0,are you wet right now 
1396,0,i wonder if your phone battery went dead   i had to tell you  i love you babe
1397,1,you are guaranteed the latest nokia phone  a 40gb ipod mp3 player or a £500 prize  txt word  collect to no  83355  ibhltd ldnw15h 150p mtmsgrcvd18 
1398,0,we still on for tonight 
1399,0,gud mrng dear have a nice day
1400,0,water logging in desert  geoenvironmental implications 
1401,0,i m gonna be home soon and i don t want to talk about this stuff anymore tonight  k  i ve cried enough today 
1402,0,when are you guys leaving 
1403,0,shall i come to get pickle
1404,0,k    must book a not huh  so going for yoga basic on sunday 
1405,0,babe   what are you doing   where are you   who are you talking to   do you think of me   are you being a good boy  are you missing me  do you love me  
1406,0,no da    vijay going to talk in jaya tv
1407,1,dont forget you can place as many free requests with 1stchoice co uk as you wish  for more information call 08707808226 
1408,0,do u noe wat time e place dat sells 4d closes 
1409,0,its ok my arm is feeling weak cuz i got a shot so we can go another time
1410,0,full heat pa    i have applyed oil pa 
1411,0,come to medical college at 7pm       forward it da
1412,0,jay says he ll put in   
1413,0,thanks for looking out for me  i really appreciate 
1414,0,your opinion about me  1  over 2  jada 3  kusruthi 4  lovable 5  silent 6  spl character 7  not matured 8  stylish 9  simple pls reply  
1415,0,only saturday and sunday holiday so its very difficult  
1416,0,auntie huai juan never pick up her phone
1417,0,aight  i ll ask a few of my roommates
1418,0,she s find  i sent you an offline message to know how anjola s now 
1419,0,yo do you know anyone     or otherwise able to buy liquor  our guy flaked and right now if we don t get a hold of somebody its just 4 loko all night
1420,0,merry christmas to you too babe  i love ya  kisses 
1421,1,customer loyalty offer the new nokia6650 mobile from only £10 at txtauction  txt word  start to no  81151   get yours now  4t ctxt tc 150p mtmsg
1422,0,juz now havent woke up so a bit blur blur    can  dad went out liao    i cant cum now oso   
1423,0,sorry  got a late start  we re on the way
1424,0,sorry i m not free   
1425,0,  was really good to see you the other day dudette  been missing you 
1426,0,ok   
1427,0,love you aathi  love u lot  
1428,1,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094599
1429,0,wen ur lovable bcums angry wid u  dnt take it seriously   coz being angry is d most childish n true way of showing deep affection  care n luv    kettoda manda    have nice day da 
1430,0,hope you are having a great day 
1431,0,crucify is c not s  you should have told me earlier 
1432,0,he said i look pretty wif long hair wat  but i thk he s cutting quite short 4 me leh 
1433,0,sorry sent blank msg again  yup but trying 2 do some serious studying now 
1434,0,dad says hurry the hell up
1435,0,i cant pick the phone right now  pls send a message
1436,0,who s there say hi to our drugdealer
1437,0,keep my payasam there if rinu brings
1438,0,takin a shower now but yeah i ll leave when i m done
1439,0,then u drive lor 
1440,0,you need to get up  now 
